Platform,Year,Genre,Publisher,Global_Sales,Is_hit
X360,2010.0,Shooter,Sega,1.06,0
PS2,2002.0,Racing,Electronic Arts,1.06,0
DS,2008.0,Misc,GSP,1.06,1
X360,2010.0,Action,THQ,1.06,0
PS3,2007.0,Racing,Codemasters,1.06,0
DS,2007.0,Shooter,Activision,1.06,0
PS,1998.0,Misc,D3Publisher,1.06,0
Wii,2008.0,Sports,Sega,1.06,0
PS2,2005.0,Sports,Electronic Arts,1.06,0
PS3,2012.0,Action,Square Enix,1.06,0
X360,2008.0,Shooter,Electronic Arts,1.06,0
PS,1999.0,Strategy,Microprose,1.06,0
PS2,2003.0,Action,Universal Interactive,1.06,0
PS3,2008.0,Action,Activision,1.06,0
N64,1998.0,Sports,Midway Games,1.06,1
N64,1997.0,Sports,Acclaim Entertainment,1.06,1
X360,2009.0,Misc,Activision,1.06,0
DS,2007.0,Platform,Take-Two Interactive,1.06,1
PC,2001.0,Role-Playing,Vivendi Games,1.06,0
PS4,2016.0,Fighting,Namco Bandai Games,1.06,0
GBA,2004.0,Action,Activision,1.06,0
PS3,2007.0,Sports,Sega,1.06,1
PS2,2002.0,Racing,Play It,1.06,0
PS3,2007.0,Simulation,Sony Computer Entertainment,1.06,0
DS,2007.0,Adventure,Capcom,1.06,1
X360,2014.0,Action,Ubisoft,1.05,0
2600,1981.0,Shooter,Imagic,1.05,0
PSP,2006.0,Shooter,Sony Computer Entertainment,1.05,0
Wii,2014.0,Action,Activision,1.05,0
PS3,2010.0,Shooter,Sega,1.05,0
2600,1980.0,Misc,Atari,1.05,0
Wii,2010.0,Misc,Ubisoft,1.05,0
NES,1986.0,Platform,Hudson Soft,1.05,0
PS,1996.0,Role-Playing,Sony Computer Entertainment,1.05,0
NES,1985.0,Fighting,Namco Bandai Games,1.05,0
SNES,1996.0,Sports,ASCII Entertainment,1.05,0
PS3,2012.0,Action,THQ,1.05,1
PS2,2002.0,Sports,Sega,1.05,0
PS4,2015.0,Fighting,Namco Bandai Games,1.05,1
XB,2001.0,Racing,Electronic Arts,1.05,0
PS,2000.0,Sports,Acclaim Entertainment,1.05,1
DS,2007.0,Simulation,Ubisoft,1.05,0
X360,2009.0,Fighting,THQ,1.05,0
XB,2005.0,Racing,Microsoft Game Studios,1.05,0
X360,2006.0,Platform,Sega,1.05,1
Wii,2009.0,Adventure,Electronic Arts,1.05,0
PS,1998.0,Simulation,Sony Computer Entertainment,1.05,0
DS,2012.0,Role-Playing,Nintendo,1.05,0
X360,2007.0,Action,Electronic Arts,1.05,0
Wii,2008.0,Action,Warner Bros. Interactive Entertainment,1.04,0
PS2,2003.0,Sports,Electronic Arts,1.04,1
PS,2006.4055613528942,Action,Eidos Interactive,1.04,0
Wii,2007.0,Fighting,Atari,1.04,0
DS,2010.0,Action,Disney Interactive Studios,1.04,1
PS,1997.0,Role-Playing,Namco Bandai Games,1.04,0
PS,2000.0,Racing,Acclaim Entertainment,1.04,1
DS,2009.0,Adventure,Disney Interactive Studios,1.04,0
PS,1996.0,Action,Virgin Interactive,1.04,0
GC,2003.0,Fighting,Nintendo,1.04,1
PS2,2006.0,Simulation,Konami Digital Entertainment,1.04,0
X360,2011.0,Shooter,Bethesda Softworks,1.04,0
GBA,2001.0,Racing,Nintendo,1.04,0
N64,1997.0,Puzzle,Hudson Soft,1.04,0
PS,1998.0,Racing,Acclaim Entertainment,1.04,1
X360,2009.0,Action,Activision,1.04,1
PS4,2015.0,Racing,Slightly Mad Studios,1.04,0
XB,2005.0,Racing,Electronic Arts,1.04,1
DS,2011.0,Platform,Nintendo,1.04,0
XOne,2013.0,Action,Warner Bros. Interactive Entertainment,1.04,1
DS,2010.0,Simulation,Activision,1.04,1
PS3,2007.0,Shooter,Ubisoft,1.04,0
PSP,2009.0,Racing,Sony Computer Entertainment,1.04,0
PSP,2005.0,Racing,Sony Computer Entertainment,1.04,0
PS4,2014.0,Sports,Electronic Arts,1.04,0
PS2,2005.0,Racing,THQ,1.03,0
PS3,2008.0,Platform,Sega,1.03,0
Wii,2007.0,Sports,Electronic Arts,1.03,0
PS3,2011.0,Platform,Ubisoft,1.03,0
Wii,2012.0,Action,Disney Interactive Studios,1.03,0
PS2,2003.0,Sports,Electronic Arts,1.03,0
GB,2006.4055613528942,Platform,Nintendo,1.03,1
NES,1985.0,Puzzle,Hudson Soft,1.03,0
Wii,2007.0,Action,Electronic Arts,1.03,0
PC,1996.0,Action,Eidos Interactive,1.03,0
Wii,2008.0,Misc,MTV Games,1.03,0
PS,1998.0,Fighting,Virgin Interactive,1.03,0
X360,2011.0,Shooter,Electronic Arts,1.02,0
Wii,2007.0,Sports,Electronic Arts,1.02,0
Wii,2007.0,Fighting,Tomy Corporation,1.02,1
X360,2007.0,Shooter,Ubisoft,1.02,1
WiiU,2012.0,Action,Ubisoft,1.02,0
GC,2004.0,Platform,Activision,1.02,0
DS,2007.0,Simulation,Ubisoft,1.02,0
PS3,2010.0,Role-Playing,Namco Bandai Games,1.02,0
SNES,1993.0,Action,Capcom,1.02,0
Wii,2008.0,Platform,THQ,1.02,1
PS,1997.0,Action,Electronic Arts,1.02,0
X360,2007.0,Simulation,Atari,1.02,0
XB,2006.0,Sports,Electronic Arts,1.02,0
PS3,2014.0,Action,Disney Interactive Studios,1.02,0
PS2,2004.0,Action,Electronic Arts,1.02,0
PS,1998.0,Puzzle,Hasbro Interactive,1.01,1
WiiU,2014.0,Action,Nintendo,1.01,1
X360,2008.0,Action,Ubisoft,1.01,0
PSP,2010.0,Action,Sony Computer Entertainment,1.01,0
3DS,2011.0,Platform,Sega,1.01,1
X360,2008.0,Action,Tecmo Koei,1.01,0
SNES,1995.0,Sports,Acclaim Entertainment,1.01,1
PC,2003.0,Sports,Eidos Interactive,1.01,0
Wii,2010.0,Misc,Activision,1.01,0
DS,2006.0,Misc,Sega,1.01,0
PS,1997.0,Simulation,Tecmo Koei,1.01,0
PS3,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,0
PS3,2009.0,Racing,Codemasters,1.01,0
PS4,2014.0,Platform,Ubisoft,1.01,0
Wii,2009.0,Shooter,Electronic Arts,1.0,0
PS2,2003.0,Racing,Empire Interactive,1.0,0
PS,1997.0,Role-Playing,Capcom,1.0,0
X360,2008.0,Sports,Konami Digital Entertainment,1.0,0
PS2,2000.0,Fighting,Tecmo Koei,1.0,0
NES,1985.0,Shooter,Capcom,1.0,0
N64,2000.0,Racing,Nintendo,1.0,0
NES,1991.0,Sports,Nintendo,1.0,1
GB,1997.0,Misc,Nintendo,1.0,0
PS2,2004.0,Misc,Sammy Corporation,1.0,0
XB,2003.0,Fighting,Namco Bandai Games,1.0,0
PS3,2008.0,Shooter,Ubisoft,1.0,0
X360,2012.0,Action,THQ,1.0,0
X360,2006.0,Sports,Konami Digital Entertainment,1.0,1
PS,1995.0,Racing,Electronic Arts,1.0,0
PS,2000.0,Sports,Sony Computer Entertainment,1.0,0
PSV,2013.0,Shooter,Sony Computer Entertainment Europe,1.0,1
PS,1996.0,Sports,Electronic Arts,1.0,0
PS2,2002.0,Action,Tecmo Koei,1.0,0
DS,2005.0,Strategy,THQ,1.0,0
PS3,2013.0,Misc,Ubisoft,1.0,0
PS3,2013.0,Action,Electronic Arts,1.0,0
Wii,2010.0,Misc,THQ,1.0,1
PS3,2013.0,Action,Disney Interactive Studios,1.0,0
X360,2011.0,Role-Playing,Namco Bandai Games,1.0,0
DS,2008.0,Puzzle,Ubisoft,1.0,1
PS,2000.0,Misc,Sony Computer Entertainment,1.0,1
X360,2013.0,Action,Electronic Arts,0.99,1
DS,2005.0,Adventure,Capcom,0.99,1
XB,2000.0,Sports,Microsoft Game Studios,0.99,0
GC,2003.0,Racing,Vivendi Games,0.99,0
DS,2008.0,Simulation,Electronic Arts,0.99,1
X360,2006.4055613528942,Action,Warner Bros. Interactive Entertainment,0.99,0
X360,2013.0,Action,Ubisoft,0.99,0
PSP,2006.0,Simulation,Namco Bandai Games,0.99,0
X360,2011.0,Sports,Electronic Arts,0.99,0
PS3,2011.0,Action,Disney Interactive Studios,0.99,0
Wii,2009.0,Misc,Activision,0.99,0
Wii,2009.0,Racing,THQ,0.99,0
PS,1998.0,Platform,GT Interactive,0.99,1
PS3,2009.0,Simulation,Sony Computer Entertainment,0.99,0
Wii,2009.0,Action,Warner Bros. Interactive Entertainment,0.99,0
PSP,2008.0,Racing,Take-Two Interactive,0.99,0
PS2,2000.0,Action,Sony Computer Entertainment,0.99,0
PS3,2008.0,Misc,Activision,0.99,1
Wii,2007.0,Fighting,THQ,0.99,1
Wii,2009.0,Sports,Electronic Arts,0.99,1
GC,2005.0,Platform,Sega,0.99,1
PC,2012.0,Simulation,Focus Home Interactive,0.99,1
PC,2008.0,Role-Playing,Bethesda Softworks,0.99,1
DS,2006.0,Racing,THQ,0.98,0
PSP,2008.0,Sports,Konami Digital Entertainment,0.98,0
PC,2012.0,Shooter,Ubisoft,0.98,1
Wii,2010.0,Role-Playing,Nintendo,0.98,0
X360,2013.0,Misc,Ubisoft,0.98,0
GBA,2005.0,Misc,Nintendo,0.98,0
PS3,2010.0,Racing,Sega,0.98,0
NES,1993.0,Puzzle,Nintendo,0.98,0
N64,1998.0,Racing,Electronic Arts,0.98,1
2600,2006.4055613528942,Shooter,Atari,0.98,0
PS2,2006.4055613528942,Role-Playing,Unknown,0.98,0
DS,2010.0,Role-Playing,Square Enix,0.98,0
PS3,2014.0,Role-Playing,Ubisoft,0.98,0
PS3,2011.0,Racing,Ubisoft,0.98,1
PS3,2012.0,Shooter,505 Games,0.98,0
X360,2014.0,Shooter,Ubisoft,0.98,0
PC,2005.0,Action,Take-Two Interactive,0.98,0
PS3,2013.0,Action,Ubisoft,0.98,0
PS3,2013.0,Action,Konami Digital Entertainment,0.98,0
X360,2015.0,Sports,Electronic Arts,0.98,1
PS2,2009.0,Sports,Electronic Arts,0.98,0
X360,2009.0,Action,Electronic Arts,0.98,0
DS,2006.0,Simulation,Namco Bandai Games,0.98,0
PS4,2015.0,Role-Playing,Square Enix,0.97,1
PS3,2007.0,Sports,Electronic Arts,0.97,1
Wii,2008.0,Platform,THQ,0.97,0
XB,2005.0,Sports,Electronic Arts,0.97,1
PC,2012.0,Role-Playing,Electronic Arts,0.97,0
X360,2009.0,Sports,Take-Two Interactive,0.97,0
GBA,2003.0,Strategy,Nintendo,0.97,0
PS3,2006.4055613528942,Action,Sega,0.97,0
X360,2011.0,Action,Activision,0.97,0
Wii,2010.0,Sports,Disney Interactive Studios,0.97,0
PS2,2003.0,Sports,Electronic Arts,0.97,1
PS2,2007.0,Action,Take-Two Interactive,0.97,0
X360,2015.0,Sports,Take-Two Interactive,0.97,0
XB,2004.0,Sports,Electronic Arts,0.97,0
Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.97,1
SNES,1992.0,Role-Playing,SquareSoft,0.97,0
2600,1981.0,Platform,Atari,0.97,1
GC,2006.0,Action,LucasArts,0.97,0
PS3,2006.4055613528942,Action,Warner Bros. Interactive Entertainment,0.97,1
PSV,2013.0,Role-Playing,Square Enix,0.97,0
PS,2000.0,Shooter,Electronic Arts,0.97,0
DS,2005.0,Simulation,Electronic Arts,0.96,0
PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.96,0
PS,1999.0,Misc,Sony Computer Entertainment,0.96,1
PS3,2012.0,Action,Sony Computer Entertainment,0.96,0
PS,1999.0,Simulation,Konami Digital Entertainment,0.96,1
DS,2011.0,Misc,THQ,0.96,1
Wii,2012.0,Role-Playing,Square Enix,0.96,0
DS,2011.0,Action,Disney Interactive Studios,0.96,0
PSP,2006.0,Adventure,Sony Computer Entertainment,0.96,0
N64,1996.0,Fighting,GT Interactive,0.96,0
NES,1986.0,Shooter,Hudson Soft,0.96,0
X360,2008.0,Platform,Sega,0.96,1
PS3,2010.0,Shooter,Capcom,0.96,1
PS2,2000.0,Sports,Electronic Arts,0.96,0
3DS,2012.0,Role-Playing,Square Enix,0.96,1
DS,2008.0,Sports,Ubisoft,0.96,0
PS3,2012.0,Shooter,Ubisoft,0.96,1
DS,2006.0,Action,Capcom,0.96,1
PS2,2002.0,Platform,Sony Computer Entertainment,0.96,1
XB,2002.0,Fighting,Midway Games,0.96,0
PC,2011.0,Action,Namco Bandai Games,0.96,0
3DS,2011.0,Simulation,Nintendo,0.96,1
PS3,2013.0,Fighting,Namco Bandai Games,0.96,0
X360,2015.0,Action,Warner Bros. Interactive Entertainment,0.95,0
XB,2004.0,Sports,Global Star,0.95,0
PS2,2006.4055613528942,Misc,Unknown,0.95,1
PS2,2004.0,Misc,Play It,0.95,0
PS2,2005.0,Action,Ubisoft,0.95,1
GC,2003.0,Platform,THQ,0.95,0
X360,2014.0,Role-Playing,Ubisoft,0.95,0
DS,2008.0,Action,Koch Media,0.95,0
PS3,2008.0,Misc,Sony Computer Entertainment,0.95,0
Wii,2011.0,Racing,Disney Interactive Studios,0.95,1
PS,1996.0,Role-Playing,Sony Computer Entertainment,0.95,0
PS2,2000.0,Strategy,Electronic Arts,0.95,0
GBA,2003.0,Misc,Konami Digital Entertainment,0.95,0
PS,1999.0,Sports,Electronic Arts,0.95,0
PS3,2009.0,Action,Electronic Arts,0.95,0
PS3,2011.0,Action,Activision,0.95,0
Wii,2009.0,Misc,Activision,0.95,0
PS4,2015.0,Shooter,Take-Two Interactive,0.95,0
PS3,2008.0,Fighting,THQ,0.95,0
X360,2010.0,Shooter,Electronic Arts,0.95,0
Wii,2009.0,Sports,Activision,0.95,0
X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.95,0
Wii,2011.0,Misc,Nintendo,0.95,0
PS2,2004.0,Shooter,Sony Computer Entertainment,0.94,1
PS3,2011.0,Action,Square Enix,0.94,1
PS2,2003.0,Racing,Codemasters,0.94,0
3DS,2011.0,Shooter,Nintendo,0.94,0
GC,2004.0,Platform,THQ,0.94,0
X360,2013.0,Misc,Ubisoft,0.94,1
PS,1996.0,Misc,GT Interactive,0.94,0
Wii,2006.0,Racing,THQ,0.94,1
PC,2012.0,Action,Ubisoft,0.94,0
PS2,2003.0,Action,Konami Digital Entertainment,0.94,0
3DS,2012.0,Sports,Nintendo,0.94,0
X360,2012.0,Action,Namco Bandai Games,0.94,1
X360,2009.0,Action,Sega,0.94,0
PS2,2005.0,Shooter,THQ,0.94,0
XB,2005.0,Sports,Electronic Arts,0.94,0
PS,1999.0,Role-Playing,SquareSoft,0.94,0
X360,2009.0,Sports,Electronic Arts,0.94,0
PS,1999.0,Sports,Sony Computer Entertainment,0.94,1
WiiU,2016.0,Action,Nintendo,0.94,1
PS2,2006.0,Action,Take-Two Interactive,0.94,0
XB,2003.0,Action,Ubisoft,0.94,0
PSP,2008.0,Role-Playing,Sega,0.94,0
PS2,2003.0,Sports,Sony Computer Entertainment,0.94,0
PS2,2006.0,Sports,Sony Computer Entertainment,0.94,0
PS2,2002.0,Sports,Electronic Arts,0.93,0
X360,2009.0,Shooter,Codemasters,0.93,1
Wii,2010.0,Sports,Take-Two Interactive,0.93,1
PS3,2009.0,Misc,Sony Computer Entertainment,0.93,0
XB,2002.0,Sports,Activision,0.93,0
PC,2012.0,Shooter,Take-Two Interactive,0.93,0
Wii,2009.0,Sports,Electronic Arts,0.93,0
PS3,2008.0,Role-Playing,Sony Computer Entertainment,0.93,1
PS3,2012.0,Sports,Electronic Arts,0.93,1
Wii,2008.0,Racing,Sega,0.93,0
PS3,2015.0,Action,Warner Bros. Interactive Entertainment,0.93,0
DS,2007.0,Simulation,Game Factory,0.93,0
GBA,2004.0,Racing,THQ,0.93,0
2600,1981.0,Action,Parker Bros.,0.93,1
NES,1991.0,Platform,Capcom,0.93,0
NES,1987.0,Platform,Konami Digital Entertainment,0.93,0
N64,1999.0,Platform,Activision,0.93,1
GBA,2003.0,Action,Unknown,0.93,0
PS2,2007.0,Sports,Sony Computer Entertainment,0.93,1
X360,2014.0,Action,Activision,0.93,0
GC,2006.0,Racing,THQ,0.93,0
PS3,2008.0,Shooter,Ubisoft,0.93,0
DS,2010.0,Role-Playing,Level 5,0.93,0
WiiU,2016.0,Fighting,Namco Bandai Games,0.93,0
PS,1999.0,Racing,Ubisoft,0.93,0
PS2,2003.0,Action,Konami Digital Entertainment,0.92,0
PS2,2001.0,Simulation,Titus,0.92,0
X360,2006.0,Role-Playing,Microsoft Game Studios,0.92,0
PS,2000.0,Action,Electronic Arts,0.92,0
X360,2010.0,Sports,Electronic Arts,0.92,1
PS,1997.0,Sports,Electronic Arts,0.92,0
X360,2012.0,Sports,Electronic Arts,0.92,0
PS3,2010.0,Sports,Electronic Arts,0.92,0
PSP,2006.0,Action,THQ,0.92,0
X360,2008.0,Fighting,THQ,0.92,0
X360,2010.0,Action,Electronic Arts,0.92,0
X360,2011.0,Misc,Activision,0.92,0
PS,1996.0,Sports,Acclaim Entertainment,0.92,1
Wii,2008.0,Action,Activision,0.92,0
N64,1999.0,Fighting,Electronic Arts,0.92,0
NES,1985.0,Platform,Nintendo,0.92,0
PC,2008.0,Adventure,Ubisoft,0.92,0
3DS,2013.0,Adventure,Nintendo,0.92,0
X360,2013.0,Shooter,Electronic Arts,0.92,0
PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.92,1
PS3,2011.0,Action,Tecmo Koei,0.92,0
PS3,2014.0,Action,Bethesda Softworks,0.92,0
PS3,2012.0,Sports,Sony Computer Entertainment,0.92,0
GC,2006.0,Racing,Sega,0.92,0
PS2,2003.0,Racing,Empire Interactive,0.92,0
PS,1996.0,Fighting,Sony Computer Entertainment,0.92,0
X360,2007.0,Role-Playing,Microsoft Game Studios,0.92,0
PS4,2015.0,Sports,Sony Computer Entertainment,0.92,0
PS3,2009.0,Shooter,Codemasters,0.92,0
PS3,2011.0,Shooter,THQ,0.91,0
Wii,2007.0,Sports,Bethesda Softworks,0.91,0
PS2,2002.0,Sports,Activision,0.91,0
PS3,2009.0,Action,Ubisoft,0.91,0
3DS,2012.0,Action,Marvelous Entertainment,0.91,0
X360,2008.0,Strategy,Ubisoft,0.91,0
PS2,2002.0,Sports,Electronic Arts,0.91,0
PS2,2003.0,Racing,Genki,0.91,0
PS3,2009.0,Action,Activision,0.91,0
PS,2000.0,Racing,Codemasters,0.91,1
N64,1998.0,Platform,Hasbro Interactive,0.91,0
PS3,2009.0,Racing,THQ,0.91,1
X360,2015.0,Adventure,Mojang,0.91,0
XB,2006.4055613528942,Misc,Unknown,0.91,1
X360,2009.0,Role-Playing,Activision,0.91,0
DS,2008.0,Shooter,Activision,0.91,0
SNES,1994.0,Simulation,Hudson Soft,0.91,0
XB,2004.0,Misc,Sega,0.91,0
PS3,2009.0,Misc,Activision,0.91,0
XOne,2014.0,Role-Playing,Electronic Arts,0.91,0
PS3,2007.0,Action,Electronic Arts,0.91,0
PS2,2002.0,Sports,Electronic Arts,0.9,0
Wii,2006.4055613528942,Misc,Unknown,0.9,0
SNES,1996.0,Racing,ASCII Entertainment,0.9,0
PS2,2004.0,Sports,Sony Computer Entertainment,0.9,0
PS3,2011.0,Shooter,Sony Computer Entertainment,0.9,0
PS2,2005.0,Racing,Electronic Arts,0.9,1
PS3,2008.0,Misc,Sony Computer Entertainment,0.9,0
Wii,2008.0,Sports,Atari,0.9,0
PS,1995.0,Racing,Psygnosis,0.9,0
DS,2008.0,Puzzle,Midway Games,0.9,1
PS3,2013.0,Shooter,Electronic Arts,0.9,1
PS,1999.0,Action,989 Studios,0.9,0
PS2,2006.0,Sports,Sony Computer Entertainment,0.9,1
XB,2003.0,Platform,Sega,0.9,0
PSP,2009.0,Shooter,Sony Computer Entertainment,0.9,0
PS3,2011.0,Sports,Electronic Arts,0.9,1
DS,2008.0,Action,LucasArts,0.9,0
N64,1998.0,Sports,Electronic Arts,0.9,1
PS2,2007.0,Platform,Activision,0.9,0
XB,2002.0,Shooter,Electronic Arts,0.9,0
Wii,2008.0,Misc,Sega,0.9,1
PC,2014.0,Role-Playing,Bethesda Softworks,0.9,0
PS3,2008.0,Racing,Disney Interactive Studios,0.9,1
Wii,2008.0,Sports,Electronic Arts,0.9,1
DS,2008.0,Role-Playing,Nintendo,0.9,0
PS3,2012.0,Action,Sony Computer Entertainment,0.9,0
XB,2004.0,Role-Playing,Activision,0.9,1
XB,2004.0,Sports,Electronic Arts,0.9,0
PS2,2003.0,Sports,Electronic Arts,0.9,1
X360,2010.0,Sports,THQ,0.9,0
GBA,2005.0,Platform,Activision,0.89,0
PS3,2009.0,Shooter,Ubisoft,0.89,0
PSP,2006.0,Shooter,Sony Computer Entertainment,0.89,1
Wii,2007.0,Sports,Electronic Arts,0.89,1
PS2,2005.0,Sports,Unknown,0.89,0
PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.89,1
GBA,2001.0,Platform,Konami Digital Entertainment,0.89,0
DS,2008.0,Role-Playing,Sega,0.89,1
PS2,2005.0,Sports,Electronic Arts,0.89,0
GBA,2004.0,Adventure,Nintendo,0.89,1
PS3,2012.0,Platform,Sony Computer Entertainment,0.89,0
GBA,2004.0,Strategy,Nintendo,0.89,0
GB,2001.0,Strategy,Nintendo,0.89,0
GC,2003.0,Action,THQ,0.89,0
Wii,2008.0,Adventure,Ubisoft,0.89,0
PS,1997.0,Simulation,Sony Computer Entertainment,0.89,1
Wii,2009.0,Racing,Codemasters,0.89,0
PS2,2001.0,Sports,Sega,0.89,0
PS4,2016.0,Sports,Electronic Arts,0.89,0
PSP,2011.0,Fighting,Square Enix,0.89,1
3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.89,0
X360,2010.0,Racing,Codemasters,0.89,0
Wii,2006.0,Racing,Ubisoft,0.89,0
PC,2009.0,Shooter,Activision,0.89,0
WiiU,2013.0,Sports,Nintendo,0.89,0
X360,2012.0,Role-Playing,Electronic Arts,0.89,0
Wii,2011.0,Shooter,Activision,0.89,0
PS,2000.0,Sports,Sony Computer Entertainment,0.89,0
PS2,2006.0,Misc,Sony Computer Entertainment,0.89,0
SNES,1995.0,Role-Playing,SquareSoft,0.89,1
PS,1996.0,Platform,Capcom,0.88,1
X360,2010.0,Fighting,THQ,0.88,0
X360,2012.0,Action,Square Enix,0.88,0
PC,2008.0,Action,Take-Two Interactive,0.88,0
DS,2008.0,Misc,Pinnacle,0.88,0
X360,2011.0,Misc,Ubisoft,0.88,0
Wii,2009.0,Action,Atari,0.88,0
X360,2010.0,Misc,MTV Games,0.88,0
3DS,2012.0,Action,Capcom,0.88,0
PS2,2005.0,Action,Take-Two Interactive,0.88,0
PS2,2007.0,Misc,Sony Computer Entertainment,0.88,1
Wii,2009.0,Simulation,Nintendo,0.88,0
PS,1996.0,Shooter,CTO SpA,0.88,0
XOne,2015.0,Action,Square Enix,0.88,0
PSP,2004.0,Strategy,Konami Digital Entertainment,0.88,0
Wii,2008.0,Simulation,505 Games,0.88,1
PS3,2012.0,Fighting,Namco Bandai Games,0.88,1
PS2,2004.0,Sports,Global Star,0.88,0
X360,2008.0,Racing,Codemasters,0.88,0
PSP,2009.0,Role-Playing,Sega,0.88,0
XB,2003.0,Simulation,Microsoft Game Studios,0.87,0
PS,2001.0,Shooter,TalonSoft,0.87,0
PS,1995.0,Platform,Crystal Dynamics,0.87,0
XOne,2013.0,Sports,Take-Two Interactive,0.87,0
X360,2007.0,Racing,Codemasters,0.87,1
SNES,1994.0,Sports,ASCII Entertainment,0.87,0
Wii,2010.0,Sports,Ubisoft,0.87,0
X360,2009.0,Shooter,THQ,0.87,0
XB,2003.0,Shooter,Ubisoft,0.87,0
PS3,2008.0,Shooter,Electronic Arts,0.87,0
PS,1997.0,Racing,Infogrames,0.87,0
PS2,2008.0,Role-Playing,Square Enix,0.87,0
Wii,2010.0,Puzzle,THQ,0.87,0
PS3,2012.0,Action,Electronic Arts,0.87,0
PS3,2012.0,Role-Playing,Electronic Arts,0.87,0
PS,1996.0,Sports,Sony Computer Entertainment,0.87,0
PS3,2008.0,Sports,Sega,0.87,0
Wii,2009.0,Shooter,Sega,0.87,1
PS2,2006.0,Sports,Activision,0.87,0
PS4,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.87,0
PS,1998.0,Sports,Electronic Arts,0.87,1
PSP,2008.0,Misc,Sony Computer Entertainment,0.87,1
X360,2008.0,Shooter,Ubisoft,0.87,1
PS2,2005.0,Fighting,Electronic Arts,0.87,0
DS,2009.0,Misc,Disney Interactive Studios,0.87,0
DS,2009.0,Action,Warner Bros. Interactive Entertainment,0.87,1
XB,2002.0,Shooter,SCi,0.87,0
PS2,2002.0,Sports,Electronic Arts,0.87,0
PS,2000.0,Role-Playing,Crave Entertainment,0.87,0
PSP,2006.0,Puzzle,Sony Computer Entertainment,0.87,0
PS2,2007.0,Action,Tecmo Koei,0.87,0
X360,2010.0,Misc,Activision,0.87,0
2600,1982.0,Misc,Quelle,0.87,0
PS3,2012.0,Role-Playing,Namco Bandai Games,0.87,1
PS2,2007.0,Misc,Sony Computer Entertainment,0.87,0
3DS,2015.0,Action,"mixi, Inc",0.86,0
Wii,2007.0,Action,Eidos Interactive,0.86,1
PSP,2006.0,Sports,Konami Digital Entertainment,0.86,0
PS3,2012.0,Action,THQ,0.86,0
PS3,2009.0,Action,Sony Computer Entertainment,0.86,0
DS,2007.0,Role-Playing,Square Enix,0.86,0
PS3,2006.4055613528942,Action,Warner Bros. Interactive Entertainment,0.86,0
PS2,2002.0,Fighting,Rage Software,0.86,0
3DS,2015.0,Role-Playing,Square Enix,0.86,0
PS,2001.0,Racing,Empire Interactive,0.86,0
N64,1997.0,Sports,Electronic Arts,0.86,1
PS,1998.0,Sports,Sony Computer Entertainment,0.86,0
PS3,2008.0,Fighting,Atari,0.86,0
X360,2006.4055613528942,Action,Warner Bros. Interactive Entertainment,0.86,0
DS,2008.0,Platform,Nintendo,0.86,0
X360,2010.0,Sports,Electronic Arts,0.86,0
PS2,2003.0,Action,Tecmo Koei,0.86,1
PS3,2009.0,Action,Ubisoft Annecy,0.86,0
X360,2014.0,Racing,Microsoft Game Studios,0.85,0
PS3,2009.0,Sports,Electronic Arts,0.85,0
DS,2007.0,Sports,Electronic Arts,0.85,0
PS,1999.0,Action,3DO,0.85,0
Wii,2009.0,Racing,Electronic Arts,0.85,0
Wii,2008.0,Sports,Electronic Arts,0.85,1
X360,2007.0,Sports,Take-Two Interactive,0.85,0
XOne,2016.0,Action,Ubisoft,0.85,0
PS,1996.0,Fighting,Virgin Interactive,0.85,0
XB,2004.0,Sports,Electronic Arts,0.85,1
PS3,2010.0,Shooter,Electronic Arts,0.85,0
Wii,2007.0,Simulation,Ubisoft,0.85,1
NES,1989.0,Platform,Konami Digital Entertainment,0.85,0
DS,2007.0,Action,Electronic Arts,0.85,0
PS,1997.0,Action,GT Interactive,0.85,0
PSP,2005.0,Racing,Electronic Arts,0.85,0
PS3,2014.0,Sports,Take-Two Interactive,0.85,0
XOne,2016.0,Shooter,Activision,0.85,0
PS2,2007.0,Action,THQ,0.85,0
PS,1995.0,Sports,Sony Computer Entertainment,0.85,0
PS2,2002.0,Racing,Acclaim Entertainment,0.85,0
3DS,2016.0,Action,Nintendo,0.85,0
PS2,2000.0,Fighting,Virgin Interactive,0.85,1
Wii,2010.0,Misc,Konami Digital Entertainment,0.85,1
X360,2012.0,Shooter,505 Games,0.85,0
PS4,2014.0,Action,Square Enix,0.84,0
GC,2004.0,Action,Activision,0.84,0
DS,2010.0,Role-Playing,Nintendo,0.84,0
PS3,2010.0,Sports,Electronic Arts,0.84,0
PS3,2012.0,Action,Capcom,0.84,1
PS4,2016.0,Action,Sony Computer Entertainment,0.84,1
PS3,2009.0,Sports,Take-Two Interactive,0.84,0
WiiU,2015.0,Role-Playing,Nintendo,0.84,0
DS,2008.0,Simulation,Ubisoft,0.84,0
GC,2004.0,Action,THQ,0.84,0
